Fecha;Tarde/Noche;Centena;Fijo;1er Corrido;2do Corrido
25/8/2008;T;5;43;5;31
25/8/2008;N;3;17;36;85
26/8/2008;T;9;73;95;69
26/8/2008;N;4;38;74;76
27/8/2008;T;4;29;69;22
27/8/2008;N;0;15;45;8
28/8/2008;T;0;16;42;82
28/8/2008;N;5;33;28;68
29/8/2008;T;2;49;78;75
29/8/2008;N;2;37;76;85
30/8/2008;T;7;58;96;19
30/8/2008;N;0;74;43;7
31/8/2008;T;7;10;34;91
31/8/2008;N;8;26;64;64
1/9/2008;T;9;12;36;3
1/9/2008;N;0;98;27;97
2/9/2008;T;8;62;23;18
2/9/2008;N;3;9;69;45
3/9/2008;T;2;43;22;65
3/9/2008;N;8;97;3;89
4/9/2008;T;0;42;62;35
4/9/2008;N;3;90;70;10
5/9/2008;T;6;66;2;93
5/9/2008;N;9;75;90;76
6/9/2008;T;9;56;45;88
6/9/2008;N;1;53;29;26
7/9/2008;T;9;74;37;57
7/9/2008;N;2;40;13;71
8/9/2008;T;3;63;40;30
8/9/2008;N;1;61;89;12
9/9/2008;T;8;54;22;5
9/9/2008;N;0;60;4;57
10/9/2008;T;0;98;50;5
10/9/2008;N;8;55;80;56
11/9/2008;T;6;7;66;66
11/9/2008;N;9;5;70;42
12/9/2008;T;2;59;80;30
12/9/2008;N;7;84;10;60
13/9/2008;T;8;0;58;93
13/9/2008;N;0;9;43;14
14/9/2008;T;9;44;33;94
14/9/2008;N;1;32;37;17
15/9/2008;T;1;10;53;22
15/9/2008;N;7;10;62;33
16/9/2008;T;3;67;44;4
16/9/2008;N;5;47;71;99
17/9/2008;T;0;65;23;40
17/9/2008;N;8;16;13;9
18/9/2008;T;3;25;83;40
18/9/2008;N;7;98;75;42
19/9/2008;T;8;78;18;8
19/9/2008;N;3;97;33;34
20/9/2008;T;7;11;56;98
20/9/2008;N;8;14;50;35
21/9/2008;T;2;87;41;7
21/9/2008;N;7;76;75;25
22/9/2008;T;0;6;79;76
22/9/2008;N;0;90;58;2
23/9/2008;T;7;30;62;60
23/9/2008;N;9;49;44;69
24/9/2008;T;0;80;13;94
24/9/2008;N;4;10;62;8
25/9/2008;T;5;73;10;45
25/9/2008;N;0;43;59;17
26/9/2008;T;0;75;94;76
26/9/2008;N;3;56;71;72
27/9/2008;T;0;93;40;38
27/9/2008;N;7;93;86;96
28/9/2008;T;9;63;2;58
28/9/2008;N;9;62;7;46
29/9/2008;T;7;81;29;10
29/9/2008;N;5;24;19;23
30/9/2008;T;3;3;23;43
30/9/2008;N;6;27;7;93
1/10/2008;T;6;96;93;60
1/10/2008;N;8;39;35;69
2/10/2008;T;8;19;44;34
2/10/2008;N;1;38;6;24
3/10/2008;T;2;59;83;77
3/10/2008;N;4;84;65;58
4/10/2008;T;2;63;34;47
4/10/2008;N;8;73;34;30
5/10/2008;T;7;98;12;93
5/10/2008;N;2;29;17;39
6/10/2008;T;8;91;28;21
6/10/2008;N;8;2;48;66
7/10/2008;T;5;12;58;12
7/10/2008;N;5;33;65;17
8/10/2008;T;2;85;61;28
8/10/2008;N;3;59;51;95
9/10/2008;T;2;70;37;47
9/10/2008;N;9;81;80;27
10/10/2008;T;4;17;3;90
10/10/2008;N;0;33;35;83
11/10/2008;T;8;51;38;91
11/10/2008;N;4;22;69;1
12/10/2008;T;0;76;1;73
12/10/2008;N;2;57;75;77
13/10/2008;T;5;77;23;88
13/10/2008;N;5;71;63;54
14/10/2008;T;3;90;69;29
14/10/2008;N;4;61;98;68
15/10/2008;T;5;45;61;50
15/10/2008;N;0;19;18;53
16/10/2008;T;2;56;69;63
16/10/2008;N;3;31;66;9
17/10/2008;T;6;70;4;82
17/10/2008;N;2;59;69;1
18/10/2008;T;3;27;21;9
18/10/2008;N;0;43;65;51
19/10/2008;T;7;11;66;16
19/10/2008;N;4;38;26;85
20/10/2008;T;9;88;89;62
20/10/2008;N;5;30;20;60
21/10/2008;T;5;19;56;28
21/10/2008;N;1;91;10;34
22/10/2008;T;1;75;59;26
22/10/2008;N;7;93;96;41
23/10/2008;T;8;88;90;37
23/10/2008;N;7;27;82;6
24/10/2008;T;8;75;23;92
24/10/2008;N;3;74;45;72
25/10/2008;T;6;50;52;44
25/10/2008;N;2;68;20;50
26/10/2008;T;3;28;96;80
26/10/2008;N;4;84;99;16
27/10/2008;T;6;1;39;85
27/10/2008;N;0;75;9;13
28/10/2008;T;3;59;26;66
28/10/2008;N;2;14;49;27
29/10/2008;T;0;53;29;61
29/10/2008;N;1;76;59;74
30/10/2008;T;4;87;55;54
30/10/2008;N;3;74;38;65
31/10/2008;T;9;46;68;57
31/10/2008;N;6;18;57;83
1/11/2008;T;3;95;1;49
1/11/2008;N;2;25;57;56
2/11/2008;T;6;36;93;50
2/11/2008;N;3;23;45;67
3/11/2008;T;1;91;42;28
3/11/2008;N;3;97;40;98
4/11/2008;T;3;98;49;23
4/11/2008;N;2;69;13;33
5/11/2008;T;8;84;49;77
5/11/2008;N;0;10;85;71
6/11/2008;T;0;80;37;63
6/11/2008;N;6;80;9;50
7/11/2008;T;3;22;56;61
7/11/2008;N;1;43;9;46
8/11/2008;T;2;39;64;31
8/11/2008;N;0;42;49;85
9/11/2008;T;6;27;36;8
9/11/2008;N;5;95;52;10
10/11/2008;T;5;34;97;21
10/11/2008;N;1;77;63;36
11/11/2008;T;7;42;79;36
11/11/2008;N;7;47;3;27
12/11/2008;T;9;92;53;39
12/11/2008;N;0;94;29;55
13/11/2008;T;2;0;85;37
13/11/2008;N;8;98;85;63
14/11/2008;T;0;33;26;97
14/11/2008;N;7;45;20;36
15/11/2008;T;7;6;30;40
15/11/2008;N;5;1;85;43
16/11/2008;T;3;60;0;83
16/11/2008;N;2;94;57;34
17/11/2008;T;4;31;30;0
17/11/2008;N;1;38;74;87
18/11/2008;T;9;72;19;57
18/11/2008;N;4;3;1;66
19/11/2008;T;0;20;71;69
19/11/2008;N;4;23;24;10
20/11/2008;T;9;65;63;63
20/11/2008;N;3;60;38;45
21/11/2008;T;9;98;8;8
21/11/2008;N;7;67;22;21
22/11/2008;T;3;7;90;47
22/11/2008;N;2;51;88;72
23/11/2008;T;1;1;94;74
23/11/2008;N;0;80;99;36
24/11/2008;T;8;74;60;21
24/11/2008;N;7;64;7;0
25/11/2008;T;9;98;41;33
25/11/2008;N;3;31;15;44
26/11/2008;T;9;46;49;75
26/11/2008;N;4;79;59;93
27/11/2008;T;8;3;11;14
27/11/2008;N;6;73;74;44
28/11/2008;T;2;34;97;98
28/11/2008;N;7;14;45;54
29/11/2008;T;4;66;15;70
29/11/2008;N;8;31;91;68
30/11/2008;T;5;16;76;3
30/11/2008;N;7;90;56;42
1/12/2008;T;2;74;76;65
1/12/2008;N;7;12;67;68
2/12/2008;T;2;50;21;80
2/12/2008;N;9;71;82;56
3/12/2008;T;0;4;10;85
3/12/2008;N;0;61;40;79
4/12/2008;T;9;6;15;41
4/12/2008;N;0;55;3;27
5/12/2008;T;6;96;14;73
5/12/2008;N;0;46;1;79
6/12/2008;T;5;6;81;92
6/12/2008;N;6;47;37;56
7/12/2008;T;6;85;21;9
7/12/2008;N;7;17;77;46
8/12/2008;T;7;94;46;2
8/12/2008;N;4;34;90;20
9/12/2008;T;1;31;15;50
9/12/2008;N;8;87;58;44
10/12/2008;T;2;64;34;20
10/12/2008;N;6;62;63;33
11/12/2008;T;6;52;86;47
11/12/2008;N;6;71;0;15
12/12/2008;T;8;81;64;99
12/12/2008;N;1;3;37;51
13/12/2008;T;0;79;32;53
13/12/2008;N;7;34;18;80
14/12/2008;T;3;38;12;74
14/12/2008;N;9;11;50;75
15/12/2008;T;5;79;33;20
15/12/2008;N;8;15;1;34
16/12/2008;T;9;33;47;85
16/12/2008;N;9;23;22;30
17/12/2008;T;2;17;86;6
17/12/2008;N;8;95;13;49
18/12/2008;T;3;96;8;68
18/12/2008;N;6;97;16;15
19/12/2008;T;0;19;65;66
19/12/2008;N;0;87;17;37
20/12/2008;T;9;29;42;23
20/12/2008;N;9;5;34;18
21/12/2008;T;9;60;83;64
21/12/2008;N;2;32;85;95
22/12/2008;T;4;33;70;36
22/12/2008;N;1;55;58;32
23/12/2008;T;5;74;93;88
23/12/2008;N;8;20;79;6
24/12/2008;T;8;51;59;4
24/12/2008;N;3;84;72;76
25/12/2008;T;0;54;83;10
25/12/2008;N;2;57;29;73
26/12/2008;T;9;44;46;54
26/12/2008;N;6;44;14;2
27/12/2008;T;3;79;31;18
27/12/2008;N;7;41;40;58
28/12/2008;T;5;30;1;79
28/12/2008;N;7;94;75;56
29/12/2008;T;9;78;81;4
29/12/2008;N;6;65;23;10
30/12/2008;T;7;74;18;64
30/12/2008;N;1;70;36;1
31/12/2008;T;6;22;36;37
31/12/2008;N;4;19;44;87
1/1/2009;T;2;7;5;67
1/1/2009;N;6;39;17;81
2/1/2009;T;1;90;75;9
2/1/2009;N;6;46;31;64
3/1/2009;T;5;6;90;56
3/1/2009;N;1;46;43;97
4/1/2009;T;1;95;67;78
4/1/2009;N;8;39;81;66
5/1/2009;T;6;97;55;83
5/1/2009;N;1;63;58;0
6/1/2009;T;5;70;30;94
6/1/2009;N;1;22;25;22
7/1/2009;T;0;82;6;66
7/1/2009;N;1;30;33;44
8/1/2009;T;2;88;83;36
8/1/2009;N;8;74;69;52
9/1/2009;T;4;1;1;49
9/1/2009;N;1;58;47;49
10/1/2009;T;1;61;40;8
10/1/2009;N;9;92;26;40
11/1/2009;T;8;80;22;0
11/1/2009;N;8;26;6;26
12/1/2009;T;4;54;22;27
12/1/2009;N;7;48;99;11
13/1/2009;T;2;68;68;41
13/1/2009;N;2;24;78;98
14/1/2009;T;0;88;95;1
14/1/2009;N;8;90;33;7
15/1/2009;T;4;63;72;38
15/1/2009;N;9;25;37;7
16/1/2009;T;2;21;86;44
16/1/2009;N;6;9;91;6
17/1/2009;T;9;93;47;36
17/1/2009;N;5;28;74;73
18/1/2009;T;5;16;93;95
18/1/2009;N;5;55;14;29
19/1/2009;T;7;10;61;71
19/1/2009;N;3;54;53;59
20/1/2009;T;3;54;93;18
20/1/2009;N;7;65;16;63
21/1/2009;T;3;48;72;56
21/1/2009;N;8;20;92;96
22/1/2009;T;4;62;2;53
22/1/2009;N;0;12;37;14
23/1/2009;T;5;39;56;82
23/1/2009;N;9;29;8;58
24/1/2009;T;4;36;28;73
24/1/2009;N;8;81;35;20
25/1/2009;T;0;74;14;9
25/1/2009;N;7;48;36;13
26/1/2009;T;4;45;53;0
26/1/2009;N;3;84;52;16
27/1/2009;T;9;44;81;62
27/1/2009;N;9;25;56;48
28/1/2009;T;1;13;80;19
28/1/2009;N;9;95;61;76
29/1/2009;T;8;70;19;57
29/1/2009;N;0;42;82;24
30/1/2009;T;0;71;25;89
30/1/2009;N;1;9;27;57
31/1/2009;T;2;27;83;25
31/1/2009;N;9;32;72;13
1/2/2009;T;5;44;54;43
1/2/2009;N;8;3;32;30
2/2/2009;T;9;35;22;99
2/2/2009;N;5;92;15;19
3/2/2009;T;5;38;80;90
3/2/2009;N;4;5;12;1
4/2/2009;T;5;47;56;81
4/2/2009;N;8;55;49;75
5/2/2009;T;7;38;0;71
5/2/2009;N;5;74;71;74
6/2/2009;T;3;9;30;52
6/2/2009;N;1;60;71;60
7/2/2009;T;3;64;51;79
7/2/2009;N;1;35;9;87
8/2/2009;T;0;28;58;76
8/2/2009;N;4;49;65;74
9/2/2009;T;2;0;55;11
9/2/2009;N;6;37;44;55
10/2/2009;T;6;18;12;47
10/2/2009;N;0;71;28;95
11/2/2009;T;0;26;29;9
11/2/2009;N;2;2;30;44
12/2/2009;T;4;98;42;60
12/2/2009;N;8;98;31;31
13/2/2009;T;2;99;33;5
13/2/2009;N;7;23;49;10
14/2/2009;T;7;72;67;9
14/2/2009;N;7;1;65;6
15/2/2009;T;1;40;51;95
15/2/2009;N;4;47;61;93
16/2/2009;T;8;53;78;72
16/2/2009;N;7;65;54;37
17/2/2009;T;2;88;85;27
17/2/2009;N;9;23;93;32
18/2/2009;T;8;10;3;71
18/2/2009;N;6;46;54;34
19/2/2009;T;5;72;2;85
19/2/2009;N;2;20;10;59
20/2/2009;T;5;60;68;0
20/2/2009;N;0;34;50;98
21/2/2009;T;2;30;76;44
21/2/2009;N;7;73;94;80
22/2/2009;T;0;63;57;44
22/2/2009;N;8;14;41;21
23/2/2009;T;8;27;76;55
23/2/2009;N;9;1;55;92
24/2/2009;T;1;89;4;11
24/2/2009;N;9;76;1;36
25/2/2009;T;4;84;34;85
25/2/2009;N;2;84;83;32
26/2/2009;T;4;45;58;30
26/2/2009;N;1;41;3;87
27/2/2009;T;9;17;69;13
27/2/2009;N;4;93;11;34
28/2/2009;T;3;73;33;26
28/2/2009;N;9;85;51;28
1/3/2009;T;5;67;83;78
1/3/2009;N;9;9;78;82
2/3/2009;T;3;93;3;12
2/3/2009;N;5;71;94;13
3/3/2009;T;4;71;50;66
3/3/2009;N;2;67;26;7
4/3/2009;T;5;1;46;76
4/3/2009;N;8;44;84;27
5/3/2009;T;6;40;40;8
5/3/2009;N;7;69;31;63
6/3/2009;T;0;29;3;21
6/3/2009;N;9;86;54;73
7/3/2009;T;1;40;44;79
7/3/2009;N;4;83;2;7
8/3/2009;T;7;21;84;92
8/3/2009;N;6;45;14;97
9/3/2009;T;3;99;46;56
9/3/2009;N;7;29;41;97
10/3/2009;T;6;6;93;6
10/3/2009;N;7;72;15;89
11/3/2009;T;8;22;8;59
11/3/2009;N;9;31;51;76
12/3/2009;T;6;11;38;35
12/3/2009;N;1;88;79;27
13/3/2009;T;6;70;36;91
13/3/2009;N;2;21;94;78
14/3/2009;T;1;33;21;14
14/3/2009;N;9;9;55;3
15/3/2009;T;4;67;99;59
15/3/2009;N;5;22;47;59
16/3/2009;T;0;77;60;96
16/3/2009;N;7;18;46;68
17/3/2009;T;2;18;32;4
17/3/2009;N;5;74;54;85
18/3/2009;T;8;50;48;60
18/3/2009;N;7;1;51;6
19/3/2009;T;6;23;5;69
19/3/2009;N;5;91;98;8
20/3/2009;T;6;80;81;2
20/3/2009;N;9;41;2;29
21/3/2009;T;8;39;43;95
21/3/2009;N;0;63;10;42
22/3/2009;T;7;1;66;22
22/3/2009;N;8;80;28;94
23/3/2009;T;7;61;82;26
23/3/2009;N;3;15;10;72
24/3/2009;T;9;92;77;41
24/3/2009;N;3;23;34;1
25/3/2009;T;3;88;40;70
25/3/2009;N;7;59;43;46
26/3/2009;T;7;74;62;95
26/3/2009;N;8;26;35;2
27/3/2009;T;0;44;14;6
27/3/2009;N;3;60;27;18
28/3/2009;T;6;70;55;77
28/3/2009;N;1;85;7;32
29/3/2009;T;7;16;44;38
29/3/2009;N;9;91;32;53
30/3/2009;T;3;8;22;71
30/3/2009;N;5;64;41;50
31/3/2009;T;5;78;64;47
31/3/2009;N;1;59;20;69
1/4/2009;T;7;57;44;62
1/4/2009;N;4;80;51;0
2/4/2009;T;4;39;54;64
2/4/2009;N;5;81;23;24
3/4/2009;T;7;2;67;24
3/4/2009;N;1;61;42;78
4/4/2009;T;8;30;35;30
4/4/2009;N;4;24;75;93
5/4/2009;T;4;64;5;30
5/4/2009;N;2;64;56;34
6/4/2009;T;2;94;99;26
6/4/2009;N;2;97;6;16
7/4/2009;T;1;82;72;7
7/4/2009;N;9;27;54;97
8/4/2009;T;4;93;25;58
8/4/2009;N;3;38;86;12
9/4/2009;T;8;71;44;3
9/4/2009;N;4;74;38;29
10/4/2009;T;4;12;76;27
10/4/2009;N;7;40;89;15
11/4/2009;T;1;9;30;85
11/4/2009;N;0;99;64;32
12/4/2009;T;5;78;45;66
12/4/2009;N;3;24;66;62
13/4/2009;T;1;33;6;96
13/4/2009;N;1;92;26;41
14/4/2009;T;1;92;38;72
14/4/2009;N;9;5;21;56
15/4/2009;T;1;99;40;20
15/4/2009;N;1;5;94;64
16/4/2009;T;3;94;32;82
16/4/2009;N;6;15;44;45
17/4/2009;T;6;24;60;4
17/4/2009;N;2;6;54;93
18/4/2009;T;2;37;28;77
18/4/2009;N;2;40;18;64
19/4/2009;T;9;87;15;70
19/4/2009;N;3;78;17;90
20/4/2009;T;5;74;88;48
20/4/2009;N;6;23;9;46
21/4/2009;T;7;6;32;13
21/4/2009;N;9;91;54;98
22/4/2009;T;7;87;10;74
22/4/2009;N;8;8;88;96
23/4/2009;T;6;14;52;13
23/4/2009;N;4;7;78;23
24/4/2009;T;7;7;42;7
24/4/2009;N;6;14;39;49
25/4/2009;T;5;84;57;63
25/4/2009;N;3;73;28;60
26/4/2009;T;2;49;33;60
26/4/2009;N;4;76;51;72
27/4/2009;T;4;64;39;61
27/4/2009;N;2;24;74;51
28/4/2009;T;8;46;25;77
28/4/2009;N;4;38;94;95
29/4/2009;T;2;60;69;17
29/4/2009;N;1;42;84;22
30/4/2009;T;0;66;1;49
30/4/2009;N;5;95;57;42
1/5/2009;T;3;19;77;73
1/5/2009;N;9;22;15;31
2/5/2009;T;8;10;75;58
2/5/2009;N;7;95;35;5
3/5/2009;T;4;97;36;51
3/5/2009;N;2;80;9;70
4/5/2009;T;8;64;99;4
4/5/2009;N;1;14;31;74
5/5/2009;T;5;69;48;31
5/5/2009;N;9;47;21;20
6/5/2009;T;6;61;95;2
6/5/2009;N;5;58;38;93
7/5/2009;T;7;0;20;29
7/5/2009;N;5;36;60;44
8/5/2009;T;0;5;32;9
8/5/2009;N;6;55;10;31
9/5/2009;T;2;93;25;85
9/5/2009;N;7;19;13;43
10/5/2009;T;1;53;6;40
10/5/2009;N;7;38;22;92
11/5/2009;T;7;64;81;44
11/5/2009;N;5;95;61;93
12/5/2009;T;3;88;99;74
12/5/2009;N;6;81;78;60
13/5/2009;T;6;36;44;2
13/5/2009;N;8;79;7;18
14/5/2009;T;2;46;72;24
14/5/2009;N;3;86;99;43
15/5/2009;T;9;87;95;21
15/5/2009;N;7;19;77;58
16/5/2009;T;1;91;22;93
16/5/2009;N;5;21;94;46
17/5/2009;T;1;86;17;5
17/5/2009;N;6;48;38;42
18/5/2009;T;0;59;22;55
18/5/2009;N;5;62;27;73
19/5/2009;T;1;60;72;60
19/5/2009;N;4;6;50;82
20/5/2009;T;8;34;91;11
20/5/2009;N;9;88;62;50
21/5/2009;T;7;22;5;61
21/5/2009;N;0;18;78;13
22/5/2009;T;1;85;9;96
22/5/2009;N;6;46;72;38
23/5/2009;T;8;4;49;28
23/5/2009;N;3;63;11;25
24/5/2009;T;7;54;28;28
24/5/2009;N;5;11;82;30
25/5/2009;T;1;29;61;6
25/5/2009;N;2;8;9;1
26/5/2009;T;6;76;38;19
26/5/2009;N;4;14;59;81
27/5/2009;T;6;31;77;50
27/5/2009;N;0;57;76;16
28/5/2009;T;7;25;61;51
28/5/2009;N;8;99;3;58
29/5/2009;T;0;74;62;49
29/5/2009;N;5;70;96;29
30/5/2009;T;9;97;99;88
30/5/2009;N;1;66;65;26
31/5/2009;T;4;65;97;31
31/5/2009;N;0;11;1;93
1/6/2009;T;1;5;24;40
1/6/2009;N;1;84;12;35
2/6/2009;T;8;80;54;87
2/6/2009;N;4;27;12;64
3/6/2009;T;5;49;85;83
3/6/2009;N;2;87;76;51
4/6/2009;T;5;21;61;6
4/6/2009;N;8;46;48;93
5/6/2009;T;4;62;28;19
5/6/2009;N;9;61;7;89
6/6/2009;T;4;5;91;85
6/6/2009;N;7;43;43;56
7/6/2009;T;1;54;1;69
7/6/2009;N;6;21;21;27
8/6/2009;T;6;30;57;9
8/6/2009;N;5;13;90;99
9/6/2009;T;6;92;25;73
9/6/2009;N;3;16;47;62
10/6/2009;T;5;92;56;64
10/6/2009;N;1;51;12;76
11/6/2009;T;6;6;73;91
11/6/2009;N;4;55;40;34
12/6/2009;T;1;25;18;22
12/6/2009;N;0;85;82;99
13/6/2009;T;4;96;67;56
13/6/2009;N;1;35;59;74
14/6/2009;T;4;66;30;68
14/6/2009;N;4;29;19;30
15/6/2009;T;9;37;28;85
15/6/2009;N;8;48;45;23
16/6/2009;T;8;90;38;1
16/6/2009;N;1;9;54;18
17/6/2009;T;9;52;5;29
17/6/2009;N;6;1;49;94
18/6/2009;T;0;47;42;74
18/6/2009;N;7;73;73;74
19/6/2009;T;0;27;2;87
19/6/2009;N;2;88;28;59
20/6/2009;T;5;6;18;18
20/6/2009;N;3;79;9;55
21/6/2009;T;7;34;79;64
21/6/2009;N;8;79;61;48
22/6/2009;T;7;38;96;94
22/6/2009;N;7;37;16;98
23/6/2009;T;4;43;56;69
23/6/2009;N;2;91;23;8
24/6/2009;T;9;75;5;66
24/6/2009;N;2;19;53;31
25/6/2009;T;8;0;8;8
25/6/2009;N;4;5;33;98
26/6/2009;T;1;55;88;94
26/6/2009;N;7;61;92;52
27/6/2009;T;9;81;11;15
27/6/2009;N;5;27;31;47
28/6/2009;T;3;65;89;84
28/6/2009;N;9;7;51;57
29/6/2009;T;7;41;63;34
29/6/2009;N;9;99;29;88
30/6/2009;T;0;91;75;82
30/6/2009;N;1;38;21;13
1/7/2009;T;7;65;57;4
1/7/2009;N;5;8;98;82
2/7/2009;T;2;97;77;59
